#,Gold,Prediction,Correct,PromptLength
4976,cybil,cybil,1,880
4977,mel,mel,1,1004
4978,carousel,carousel,1,1057
4979,tray,tray,1,939
4980,bob,candace,0,1091
4981,roth,roth,1,1054
4982,brazil,brazil,1,1001
4983,katherine,katherine,1,1027
4984,kira,kira,1,975
4985,matt,matt,1,950
4986,understanding,help,0,889
4987,clutch,accelerator,0,1034
4988,still,still,1,964
4989,battle,battle,1,1132
4990,gael,gael,1,883
4991,bob,bob,1,918
4992,casino,casino,1,1032
4993,motorcycle,motorcycle,1,1041
4994,amount,cost,0,1224
4995,dale,isabelle,0,936
4996,off,off,1,884
4997,angeline,angeline,1,1007
4998,young,young,1,842
4999,train,train,1,1010
5000,scarf,scarf,1,963
5001,fiona,fiona,1,939
5002,rocks,rubble,0,979
5003,light,areaction,0,1110
5004,lion,lion,1,1011
5005,warm,alone,0,987
5006,ty,zane,0,887
5007,pocket,pocket,1,945
5008,coach,coach,1,980
5009,labor,labor,1,886
5010,vine,vine,1,991
5011,available,married,0,870
5012,twins,twins,1,1075
5013,blush,smile,0,985
5014,gurney,gurney,1,942
5015,drink,drink,1,1057
5016,asleep,asleep,1,1054
5017,psychic,staring,0,923
5018,donna,ronni,0,912
5019,lights,lights,1,1080
5020,nikolai,nikolai,1,975
5021,cat,cat,1,1175
5022,logan,logan,1,989
5023,rhea,rhea,1,1013
5024,demons,demons,1,1049
5025,kids,kids,1,982
5026,hunters,hunters,1,995
5027,church,church,1,1042
5028,him,him,1,1027
5029,rich,rich,1,1005
5030,promise,promise,1,977
5031,mistletoe,mistleto,0,916
5032,wanda,wanda,1,863
5033,torie,torie,1,956
5034,emily,emily,1,899
5035,health,health,1,902
5036,grape,grape,1,1029
5037,shawn,shawn,1,961
5038,teria,teria,1,1079
5039,base,base,1,1099
5040,dementia,dementia,1,983
5041,gracie,gracie,1,907
5042,matilda,matilda,1,1011
5043,dresses,dresses,1,970
5044,cobwebs,cobwebs,1,1021
5045,ghosts,ghosts,1,1062
5046,wallet,wallet,1,1065
5047,dwight,dwight,1,1299
5048,lollipop,candy,0,1003
5049,recorder,recorder,1,1136
5050,fight,fight,1,818
5051,faeries,faeries,1,1015
5052,chase,chase,1,990
5053,sleep,ate,0,1136
5054,ellie,ellie,1,897
5055,helen,her,0,986
5056,bear,bear,1,1026
5057,tree,sky,0,1019
5058,lift,lift,1,1010
5059,orders,farm,0,1040
5060,kevin,kevin,1,999
5061,treat,place,0,903
5062,wastes,wastes,1,998
5063,camping,camping,1,893
5064,siege,fate,0,1274
5065,escaped,escaped,1,1077
5066,hangar,hangar,1,1033
5067,food,aplate,0,1086
5068,charlie,charlie,1,982
5069,tickets,tickets,1,951
5070,seth,seth,1,1330
5071,beams,bridge,0,968
5072,trespassers,trespassers,1,1153
5073,catalog,portfolio,0,1089
5074,raphael,it,0,1005
5075,renna,fourteen,0,905
5076,books,thedesk,0,997
5077,maps,maps,1,999
5078,birds,scenery,0,1016
5079,calvin,you,0,932
5080,station,channel,0,962
5081,ebens,ebens,1,1069
5082,flashlight,flashlight,1,1028
5083,smell,smell,1,1031
5084,evolved,evolved,1,1076
5085,rocks,rocks,1,1005
5086,wife,wife,1,988
5087,swing,swing,1,1133
5088,psychiatrist,psychiatrist,1,1112
5089,eric,theman,0,987
5090,desk,desk,1,921
5091,salute,salute,1,1056
5092,ruffles,ruffles,1,861
5093,delicious,delicious,1,935
5094,zoe,zoe,1,870
5095,kissing,kiss,0,1029
5096,miranda,theportrait,0,1068
5097,lodge,lodge,1,886
5098,hill,hill,1,1002
5099,ty,ty,1,1067
5100,cassie,her,0,992
5101,listening,still,0,978
5102,mountain,valley,0,975
5103,maria,maria,1,861
5104,clinic,clinic,1,892
5105,master,master,1,867
5106,king,king,1,1203
5107,denver,denver,1,927
5108,snow,snow,1,1150
5109,sheila,sheila,1,928
5110,ok,okay,0,941
5111,dress,truth,0,999
5112,drugs,drugs,1,901
5113,mailbox,mailbox,1,1010
5114,karl,karl,1,966
5115,scott,tyler,0,1000
5116,well,well,1,993
5117,building,of,0,990
5118,board,board,1,1005
5119,orb,sky,0,1019
5120,servant,servant,1,941
5121,reapers,reapers,1,864
5122,ella,comfort,0,935
5123,master,master,1,978
5124,stubbs,eva,0,987
5125,panicked,struggled,0,1022
5126,traitor,traitor,1,970
5127,mother,mother,1,1013
5128,reassurance,guidance,0,954
5129,scholarship,scholarship,1,1040
5130,magician,magician,1,949
5131,tube,tube,1,1022
5132,writing,reading,0,975
5133,settlements,settlements,1,1082
5134,harry,harry,1,912
5135,heat,heat,1,826
5136,jared,jared,1,981
5137,billy,billy,1,967
5138,ivan,vo,0,960
5139,alive,alive,1,876
5140,marron,marron,1,999
5141,rowena,rowena,1,891
5142,francis,francis,1,960
5143,board,information,0,1080
5144,shield,shield,1,1050
5145,scott,scott,1,872
5146,tommy,herself,0,1031
5147,mail,letters,0,882
5148,lawyer,lawyer,1,1008
5149,turbines,turbines,1,1089
5150,recipe,recipe,1,1012
5151,tunnel,tunnel,1,978
5152,whistling,jokes,0,1001
5153,grandmother,grandmother,1,912
