#,Gold,Prediction,Correct,PromptLength
4927,ring,ring,1,971
4928,suzan,suzan,1,962
4929,jial,younger,0,961
4930,ranges,range,0,1248
4931,grief,grief,1,1119
4932,christmas,christmas,1,1074
4933,coffee,coffee,1,1104
4934,zombies,zombies,1,1012
4935,brooks,me,0,944
4936,brides,brides,1,906
4937,zoe,zoe,1,929
4938,ring,c,0,1040
4939,concert,concert,1,994
4940,fist,fist,1,863
4941,matt,matt,1,1141
4942,guessed,guessed,1,988
4943,showerhead,showerhead,1,1049
4944,will,will,1,1052
4945,sled,sled,1,1082
4946,stripes,stripes,1,889
4947,mitch,mitch,1,954
4948,swing,swing,1,878
4949,crocodile,crocodile,1,944
4950,planet,planet,1,934
4951,olivia,tomorrow,0,1018
4952,duke,duke,1,1044
4953,simmons,jones,0,867
4954,mack,mack,1,998
4955,martin,don't,0,957
4956,foreman,foreman,1,1121
4957,cave,cave,1,950
4958,josh,josh,1,1354
4959,ryse,ryse,1,909
4960,belief,belief,1,1020
4961,rachel,rachel,1,1135
4962,dylan,dylan,1,997
4963,anna,anna,1,919
4964,shrink,fall,0,1103
4965,opened,moved,0,983
4966,caia,after,0,993
4967,robert,victor,0,954
4968,colby,ginny,0,1130
4969,pluggo,pluggo,1,1253
4970,fort,fort,1,1015
4971,elizabeth,her,0,1136
4972,dale,dale,1,955
4973,gallop,gallop,1,1103
4974,prophecy,future,0,967
4975,otto,otto,1,942
4976,cybil,talk,0,968
4977,mel,eli,0,1044
4978,carousel,carousel,1,1090
4979,tray,tray,1,1075
4980,bob,candace,0,1093
4981,roth,roth,1,905
4982,brazil,brazil,1,860
4983,katherine,her,0,998
4984,kira,kira,1,979
4985,matt,mom,0,1039
4986,understanding,help,0,964
4987,clutch,clutch,1,984
4988,still,allie,0,995
4989,battle,battle,1,1084
4990,gael,sara,0,945
4991,bob,bob,1,989
4992,casino,office,0,1102
4993,motorcycle,motorcycle,1,991
4994,amount,cost,0,1153
4995,dale,dale,1,894
4996,off,adrian,0,931
4997,angeline,angeline,1,979
4998,young,young,1,984
4999,train,train,1,1034
5000,scarf,scarf,1,1003
5001,fiona,fiona,1,1021
5002,rocks,rubble,0,1089
5003,light,tome,0,1040
5004,lion,lion,1,1003
5005,warm,warm,1,987
5006,ty,is,0,927
5007,pocket,pocket,1,885
5008,coach,coach,1,1108
5009,labor,labor,1,1064
5010,vine,vine,1,1109
5011,available,perfect,0,859
5012,twins,twins,1,966
5013,blush,s,0,909
5014,gurney,gurney,1,950
5015,drink,drink,1,1021
5016,asleep,asleep,1,981
5017,psychic,psychic,1,954
5018,donna,ronni,0,924
5019,lights,lights,1,1157
5020,nikolai,nikolai,1,1005
5021,cat,cat,1,1113
5022,logan,amber,0,933
5023,rhea,rhea,1,922
5024,demons,demons,1,893
5025,kids,children,0,909
5026,hunters,hunters,1,916
5027,church,church,1,1012
5028,him,him,1,936
5029,rich,rich,1,1133
5030,promise,promise,1,935
5031,mistletoe,mistleto,0,948
5032,wanda,wanda,1,952
5033,torie,torie,1,976
5034,emily,emily,1,960
5035,health,health,1,965
5036,grape,grape,1,881
5037,shawn,shawn,1,908
5038,teria,teria,1,1146
5039,base,base,1,1132
5040,dementia,dementia,1,942
5041,gracie,gracie,1,1025
5042,matilda,matilda,1,1032
5043,dresses,dresses,1,991
5044,cobwebs,cobwebs,1,1023
5045,ghosts,ghosts,1,1126
5046,wallet,wallet,1,1040
5047,dwight,dwight,1,918
5048,lollipop,man,0,1034
5049,recorder,recorder,1,1134
5050,fight,fighting,0,999
5051,faeries,faeries,1,1009
5052,chase,ruins,0,1054
5053,sleep,eat,0,951
5054,ellie,mrd,0,974
5055,helen,helen,1,1029
5056,bear,bear,1,973
5057,tree,sky,0,1062
5058,lift,lift,1,929
5059,orders,cart,0,962
5060,kevin,but,0,1019
5061,treat,treat,1,959
5062,wastes,wastes,1,1025
5063,camping,camping,1,875
5064,siege,fate,0,1289
5065,escaped,escaped,1,988
5066,hangar,hangar,1,995
5067,food,food,1,1039
5068,charlie,flying,0,1045
5069,tickets,tickets,1,1131
5070,seth,seth,1,1392
5071,beams,wagons,0,1035
5072,trespassers,trespassers,1,982
5073,catalog,portfolio,0,1113
5074,raphael,sire,0,1019
5075,renna,renna,1,1138
5076,books,thedesk,0,978
5077,maps,maps,1,1103
5078,birds,scenery,0,979
5079,calvin,calvin,1,842
5080,station,station,1,1020
5081,ebens,ebens,1,947
5082,flashlight,flashlight,1,990
5083,smell,specimen,0,1027
5084,evolved,evolved,1,1218
5085,rocks,rocks,1,1024
5086,wife,wife,1,936
5087,swing,porch,0,1341
5088,psychiatrist,psychiatrist,1,1210
5089,eric,reeg,0,931
5090,desk,desk,1,959
5091,salute,salute,1,1137
5092,ruffles,that,0,971
5093,delicious,delicious,1,951
5094,zoe,zoe,1,865
5095,kissing,kiss,0,1079
5096,miranda,miranda,1,1060
5097,lodge,lodge,1,846
5098,hill,hill,1,1068
5099,ty,ty,1,1055
5100,cassie,devon,0,1066
5101,listening,still,0,891
5102,mountain,underworld,0,934
5103,maria,maria,1,874
5104,clinic,clinic,1,964
5105,master,master,1,1030
5106,king,king,1,1170
5107,denver,denver,1,1062
5108,snow,snow,1,1157
5109,sheila,sheila,1,995
5110,ok,okay,0,948
5111,dress,right,0,1000
5112,drugs,drugs,1,883
5113,mailbox,mailbox,1,1019
5114,karl,karl,1,979
5115,scott,buddy,0,1060
5116,well,well,1,983
5117,building,building,1,986
5118,board,board,1,1060
5119,orb,sky,0,998
5120,servant,servant,1,958
5121,reapers,reapers,1,874
5122,ella,touch,0,1069
5123,master,master,1,1101
5124,stubbs,stubbs,1,991
5125,panicked,struggled,0,1008
5126,traitor,traitor,1,1062
5127,mother,mother,1,1071
5128,reassurance,guidance,0,1078
5129,scholarship,scholarship,1,1001
5130,magician,magician,1,945
5131,tube,tube,1,1032
5132,writing,writing,1,1027
5133,settlements,settlements,1,1288
5134,harry,daddy,0,989
5135,heat,season,0,918
5136,jared,jared,1,891
5137,billy,billy,1,968
5138,ivan,ivan,1,1030
5139,alive,alive,1,867
5140,marron,marron,1,978
5141,rowena,rowena,1,921
5142,francis,please,0,973
5143,board,information,0,1011
5144,shield,shield,1,1016
5145,scott,scott,1,1011
5146,tommy,tommy,1,1072
5147,mail,letters,0,977
5148,lawyer,runner,0,1268
5149,turbines,turbines,1,1061
5150,recipe,recipe,1,1050
5151,tunnel,tunnel,1,1100
5152,whistling,laughing,0,1077
5153,grandmother,grandmother,1,994
